Client_ID,Client_Type,Client_Verification,Client_Location,Cargo_ID,Cargo_Type,Cargo_Value,Cargo_Weight,Transporter,Route,Border_Point,GPS_Location,KRA_Lock,KRA_Penalty,Incident_Type,Incident_Location,Incident_Report_Date,Cargo_Risk,Estimated_Loss
129,Individual,1,Kampala,1129,Clothing,344275.61,4582.04,Transporter A,Arusha-Kampala,Malaba,"(np.float64(-1.2668), np.float64(36.9125))",0,1872.31,Accident,Warehouse,2022-08-01,High,411368.44
130,Individual,1,Arusha,1130,Clothing,418455.38,2811.25,Transporter C,Nairobi-Kisumu,Busia,"(np.float64(-1.2339), np.float64(36.8295))",1,7740.47,Theft,Warehouse,2022-04-04,High,227146.77
131,Business,1,Kigali,1131,Clothing,398664.2,1639.16,Transporter B,Arusha-Nairobi,Busia,"(np.float64(-1.2873), np.float64(36.9084))",0,6682.39,Accident,Border,2022-09-23,High,307786.92
132,Individual,0,Arusha,1132,Clothing,322120.6,1811.45,Transporter C,Nairobi-Eldoret,Busia,"(np.float64(-1.2436), np.float64(36.8549))",0,7255.31,Theft,Transit,2022-10-05,High,256005.6
133,Individual,1,Arusha,1133,Alcohol,465956.01,3503.46,Transporter A,Nairobi-Kisumu,Busia,"(np.float64(-1.1973), np.float64(36.8958))",0,2912.59,Theft,Border,2022-02-07,High,373007.65
134,Business,1,Nairobi,1134,Machinery,184032.93,415.27,Transporter C,Arusha-Kampala,Namanga,"(np.float64(-1.2592), np.float64(36.855))",0,16727.64,Fraud,Border,2022-02-17,Medium,131459.49
135,Business,1,Arusha,1135,Clothing,242866.97,520.51,Transporter C,Nairobi-Kisumu,Malaba,"(np.float64(-1.2051), np.float64(36.9117))",0,2804.77,Theft,Border,2022-08-25,Medium,135987.69
136,Individual,1,Arusha,1136,Electronics,397709.55,4377.89,Transporter B,Arusha-Nairobi,Busia,"(np.float64(-1.2284), np.float64(36.894))",1,18412.96,Theft,Border,2022-12-20,High,385527.98
137,Business,1,Nairobi,1137,Machinery,392851.77,2335.54,Transporter C,Nairobi-Kisumu,Malaba,"(np.float64(-1.2226), np.float64(36.8849))",1,2360.87,Theft,Warehouse,2022-05-31,High,172067.35
138,Business,0,Kampala,1138,Clothing,346823.73,1272.0,Transporter C,Nairobi-Kisumu,Namanga,"(np.float64(-1.2634), np.float64(36.9218))",0,7511.83,Accident,Border,2022-06-28,High,442131.88
139,Business,1,Arusha,1139,Clothing,106514.08,2774.93,Transporter B,Arusha-Kampala,Namanga,"(np.float64(-1.1979), np.float64(36.8904))",0,17267.15,Theft,Border,2022-04-24,Medium,98630.95
140,Business,0,Arusha,1140,Machinery,310307.9,308.79,Transporter B,Nairobi-Kisumu,Namanga,"(np.float64(-1.2238), np.float64(36.9185))",0,5665.88,Theft,Border,2022-04-02,High,483444.7
141,Individual,1,Arusha,1141,Clothing,484655.49,3056.74,Transporter C,Arusha-Nairobi,Taveta,"(np.float64(-1.2515), np.float64(36.8555))",1,4297.06,Accident,Border,2022-04-12,High,224787.04
142,Individual,1,Kigali,1142,Clothing,168765.29,3147.07,Transporter C,Arusha-Kampala,Taveta,"(np.float64(-1.1977), np.float64(36.8804))",1,2115.74,Theft,Warehouse,2022-12-20,Medium,73055.53
143,Business,1,Kampala,1143,Alcohol,81037.8,4719.45,Transporter A,Nairobi-Eldoret,Malaba,"(np.float64(-1.2096), np.float64(36.8613))",1,1855.73,Theft,Border,2022-11-07,Low,24591.58
144,Business,1,Arusha,1144,Machinery,56645.32,1904.8,Transporter B,Arusha-Kampala,Busia,"(np.float64(-1.269), np.float64(36.8554))",1,4781.16,Accident,Warehouse,2022-10-07,Low,15101.49
145,Individual,1,Kampala,1145,Electronics,321546.51,3618.57,Transporter A,Nairobi-Kisumu,Namanga,"(np.float64(-1.2013), np.float64(36.868))",0,4820.86,Accident,Border,2022-01-18,High,265243.69
146,Business,1,Kampala,1146,Machinery,73465.9,148.11,Transporter B,Arusha-Nairobi,Malaba,"(np.float64(-1.2807), np.float64(36.8453))",0,14126.63,Accident,Border,2022-01-17,Low,41349.47
147,Individual,1,Nairobi,1147,Clothing,466298.95,756.97,Transporter B,Arusha-Nairobi,Taveta,"(np.float64(-1.2316), np.float64(36.824))",0,14015.5,Theft,Warehouse,2022-06-19,High,245379.98
148,Individual,1,Kigali,1148,Alcohol,447882.79,3816.45,Transporter C,Nairobi-Eldoret,Taveta,"(np.float64(-1.2712), np.float64(36.8374))",1,13188.95,Theft,Warehouse,2022-07-05,High,293301.43
149,Individual,1,Kampala,1149,Electronics,455543.97,4146.59,Transporter C,Arusha-Kampala,Malaba,"(np.float64(-1.1984), np.float64(36.8228))",1,10494.69,Theft,Transit,2022-06-21,High,270942.61
150,Individual,0,Arusha,1150,Alcohol,341710.14,4177.13,Transporter A,Arusha-Kampala,Malaba,"(np.float64(-1.2745), np.float64(36.8988))",1,6655.72,Theft,Border,2022-01-05,High,464954.86
151,Business,1,Nairobi,1151,Electronics,63961.72,3978.24,Transporter A,Nairobi-Eldoret,Busia,"(np.float64(-1.2421), np.float64(36.8769))",0,10006.53,Theft,Warehouse,2022-05-04,Low,24634.27
152,Business,1,Nairobi,1152,Alcohol,302829.61,3866.84,Transporter B,Nairobi-Eldoret,Taveta,"(np.float64(-1.1947), np.float64(36.8748))",1,4199.62,Accident,Border,2022-08-07,High,311835.78
153,Business,0,Kampala,1153,Alcohol,84884.43,282.46,Transporter B,Nairobi-Eldoret,Busia,"(np.float64(-1.24), np.float64(36.8796))",1,14410.86,Theft,Transit,2022-10-06,Low,16227.71
154,Individual,0,Nairobi,1154,Machinery,86963.43,810.4,Transporter C,Nairobi-Eldoret,Malaba,"(np.float64(-1.2411), np.float64(36.8907))",0,11527.53,Theft,Border,2022-12-11,Low,24962.2
155,Business,1,Arusha,1155,Electronics,75059.52,2073.34,Transporter B,Arusha-Nairobi,Taveta,"(np.float64(-1.213), np.float64(36.8593))",0,9639.77,Theft,Transit,2022-04-08,Low,27604.91
156,Individual,0,Arusha,1156,Machinery,104649.86,3494.64,Transporter A,Nairobi-Eldoret,Malaba,"(np.float64(-1.228), np.float64(36.8511))",0,16199.59,Theft,Warehouse,2022-03-04,Medium,97907.62
157,Individual,1,Kampala,1157,Clothing,287976.06,4246.21,Transporter C,Arusha-Nairobi,Malaba,"(np.float64(-1.2186), np.float64(36.8423))",0,17920.53,Accident,Warehouse,2022-05-28,Medium,63442.81
158,Individual,0,Kampala,1158,Electronics,305093.48,3593.51,Transporter C,Nairobi-Eldoret,Taveta,"(np.float64(-1.2447), np.float64(36.92))",1,7467.36,Accident,Border,2022-01-15,High,235709.5
159,Business,1,Kigali,1159,Alcohol,399594.0,752.07,Transporter A,Nairobi-Eldoret,Busia,"(np.float64(-1.2775), np.float64(36.8868))",0,13330.48,Theft,Transit,2022-06-10,High,362152.97
160,Individual,1,Kigali,1160,Electronics,402458.56,4954.29,Transporter A,Arusha-Kampala,Taveta,"(np.float64(-1.2172), np.float64(36.8883))",0,6721.33,Theft,Border,2022-10-14,High,242198.55
161,Business,1,Arusha,1161,Machinery,184199.36,1080.58,Transporter C,Nairobi-Eldoret,Taveta,"(np.float64(-1.2059), np.float64(36.8685))",0,19469.74,Accident,Border,2022-12-21,Medium,50440.92
162,Business,1,Nairobi,1162,Electronics,250084.46,3377.5,Transporter B,Nairobi-Eldoret,Namanga,"(np.float64(-1.2287), np.float64(36.8813))",1,334.03,Accident,Transit,2022-09-29,Medium,145569.28
163,Individual,1,Arusha,1163,Electronics,278854.16,381.06,Transporter C,Arusha-Kampala,Namanga,"(np.float64(-1.2378), np.float64(36.8915))",0,9740.98,Theft,Border,2022-03-07,Medium,145611.04
164,Business,1,Kigali,1164,Machinery,52369.7,2217.59,Transporter B,Nairobi-Eldoret,Namanga,"(np.float64(-1.2488), np.float64(36.8926))",0,1270.54,Fraud,Border,2022-01-29,Low,32189.48
165,Individual,1,Kampala,1165,Alcohol,444780.66,3679.49,Transporter B,Arusha-Kampala,Busia,"(np.float64(-1.2764), np.float64(36.83))",1,5447.99,Theft,Warehouse,2022-09-18,High,288194.92
166,Individual,0,Arusha,1166,Alcohol,274082.79,542.6,Transporter B,Nairobi-Kisumu,Namanga,"(np.float64(-1.2547), np.float64(36.8724))",1,19112.22,Theft,Warehouse,2022-10-26,Medium,78423.77
167,Business,1,Kampala,1167,Machinery,310603.65,4666.03,Transporter C,Arusha-Kampala,Namanga,"(np.float64(-1.2124), np.float64(36.8395))",1,17242.66,Accident,Transit,2022-09-10,High,205363.48
168,Business,1,Nairobi,1168,Clothing,154342.62,1613.92,Transporter C,Arusha-Kampala,Malaba,"(np.float64(-1.211), np.float64(36.9199))",1,340.05,Accident,Warehouse,2022-09-10,Medium,103814.73
169,Individual,1,Arusha,1169,Machinery,399217.64,1165.03,Transporter A,Arusha-Kampala,Busia,"(np.float64(-1.2647), np.float64(36.8599))",0,10921.76,Accident,Transit,2022-10-11,High,187293.69
170,Business,1,Kampala,1170,Alcohol,212634.58,549.99,Transporter B,Arusha-Kampala,Taveta,"(np.float64(-1.1968), np.float64(36.8449))",0,12039.53,Theft,Warehouse,2022-05-27,Medium,64881.15
171,Individual,1,Nairobi,1171,Clothing,357949.35,3085.88,Transporter A,Nairobi-Eldoret,Busia,"(np.float64(-1.2316), np.float64(36.8849))",0,7169.23,Accident,Border,2022-03-17,High,294111.62
172,Business,1,Kigali,1172,Alcohol,282115.82,678.87,Transporter A,Arusha-Kampala,Busia,"(np.float64(-1.2681), np.float64(36.8538))",0,10394.2,Theft,Border,2022-03-06,Medium,115330.79
173,Individual,1,Arusha,1173,Clothing,429929.77,4286.79,Transporter B,Nairobi-Eldoret,Namanga,"(np.float64(-1.2737), np.float64(36.8985))",1,2565.85,Accident,Transit,2022-08-14,High,366120.65
174,Business,1,Kigali,1174,Electronics,289255.19,3635.4,Transporter B,Arusha-Kampala,Namanga,"(np.float64(-1.2259), np.float64(36.913))",1,14716.81,Fraud,Transit,2022-07-31,Medium,136275.4
175,Individual,1,Kigali,1175,Alcohol,429626.97,500.75,Transporter B,Nairobi-Eldoret,Malaba,"(np.float64(-1.2473), np.float64(36.8448))",1,2996.97,Accident,Border,2022-10-13,High,229160.01
176,Business,1,Arusha,1176,Clothing,198400.37,4984.43,Transporter B,Nairobi-Eldoret,Malaba,"(np.float64(-1.2417), np.float64(36.92))",1,3349.39,Theft,Border,2022-03-01,Medium,80906.2
177,Individual,1,Arusha,1177,Alcohol,207538.82,4655.05,Transporter B,Nairobi-Kisumu,Taveta,"(np.float64(-1.2268), np.float64(36.8834))",0,12732.14,Fraud,Transit,2022-04-29,Medium,102135.65
178,Business,1,Nairobi,1178,Machinery,368814.74,4976.83,Transporter A,Nairobi-Kisumu,Namanga,"(np.float64(-1.282), np.float64(36.8627))",0,11571.94,Accident,Transit,2022-10-11,High,332266.68
179,Business,1,Kigali,1179,Clothing,361200.35,659.53,Transporter B,Nairobi-Eldoret,Busia,"(np.float64(-1.2899), np.float64(36.8932))",1,18834.93,Accident,Warehouse,2022-11-07,High,205616.93
180,Business,1,Kampala,1180,Electronics,100037.12,1167.7,Transporter C,Arusha-Nairobi,Taveta,"(np.float64(-1.2029), np.float64(36.8612))",0,16043.82,Accident,Border,2022-03-17,Medium,145034.37
181,Individual,1,Kigali,1181,Alcohol,189040.81,2549.55,Transporter C,Nairobi-Kisumu,Namanga,"(np.float64(-1.2334), np.float64(36.9163))",0,14435.15,Theft,Border,2022-08-08,Medium,66090.51
182,Business,1,Kampala,1182,Electronics,107914.68,2936.12,Transporter C,Arusha-Nairobi,Busia,"(np.float64(-1.2387), np.float64(36.8553))",0,18378.09,Theft,Border,2022-08-01,Medium,115633.79
183,Individual,0,Kampala,1183,Electronics,154969.17,1009.05,Transporter B,Nairobi-Eldoret,Busia,"(np.float64(-1.2632), np.float64(36.8249))",0,3472.56,Accident,Warehouse,2022-08-16,Medium,79084.54
184,Business,0,Nairobi,1184,Electronics,217431.74,4759.12,Transporter C,Arusha-Nairobi,Busia,"(np.float64(-1.212), np.float64(36.9169))",1,108.34,Theft,Border,2022-03-08,Medium,104006.82
185,Individual,1,Kampala,1185,Machinery,491126.01,4872.75,Transporter B,Nairobi-Kisumu,Namanga,"(np.float64(-1.1944), np.float64(36.8774))",0,4358.8,Accident,Border,2022-01-14,High,481930.85
186,Business,1,Kigali,1186,Electronics,217048.44,1035.29,Transporter B,Nairobi-Kisumu,Namanga,"(np.float64(-1.2215), np.float64(36.8286))",0,2771.41,Accident,Border,2022-12-26,Medium,87757.03
187,Business,0,Kampala,1187,Machinery,251203.99,2458.71,Transporter A,Arusha-Kampala,Namanga,"(np.float64(-1.1929), np.float64(36.9025))",0,19419.1,Theft,Transit,2022-07-10,Medium,127967.15
188,Business,1,Kigali,1188,Clothing,84379.68,1456.64,Transporter A,Nairobi-Eldoret,Malaba,"(np.float64(-1.2883), np.float64(36.8322))",0,18607.39,Theft,Transit,2022-03-14,Low,26565.23
189,Business,1,Kigali,1189,Alcohol,217060.95,2696.74,Transporter C,Arusha-Nairobi,Namanga,"(np.float64(-1.2775), np.float64(36.8687))",1,7358.65,Fraud,Transit,2022-04-27,Medium,117934.63
190,Business,1,Arusha,1190,Electronics,186192.39,2359.37,Transporter C,Nairobi-Kisumu,Taveta,"(np.float64(-1.2048), np.float64(36.8591))",0,9369.57,Fraud,Warehouse,2022-05-03,Medium,148423.33
191,Individual,1,Arusha,1191,Clothing,214688.46,2433.49,Transporter A,Nairobi-Kisumu,Busia,"(np.float64(-1.2071), np.float64(36.8377))",1,10279.33,Theft,Warehouse,2022-07-01,Medium,132449.38
192,Business,1,Nairobi,1192,Clothing,103338.25,4372.79,Transporter B,Arusha-Nairobi,Busia,"(np.float64(-1.2823), np.float64(36.9177))",0,11915.95,Theft,Warehouse,2022-04-06,Medium,135590.95
193,Business,1,Nairobi,1193,Electronics,345604.79,4907.77,Transporter B,Nairobi-Eldoret,Taveta,"(np.float64(-1.2268), np.float64(36.8433))",0,9182.66,Accident,Border,2022-12-31,High,318632.06
194,Individual,1,Arusha,1194,Clothing,84953.75,472.4,Transporter A,Nairobi-Eldoret,Malaba,"(np.float64(-1.2437), np.float64(36.8272))",1,19795.83,Fraud,Transit,2022-01-16,Low,19966.5
195,Business,0,Kampala,1195,Clothing,363315.55,239.44,Transporter C,Arusha-Kampala,Namanga,"(np.float64(-1.2455), np.float64(36.908))",1,7207.35,Theft,Transit,2022-04-28,High,256987.03
196,Business,1,Nairobi,1196,Clothing,156172.6,3333.98,Transporter A,Arusha-Kampala,Malaba,"(np.float64(-1.1979), np.float64(36.8954))",1,5271.71,Theft,Warehouse,2022-03-06,Medium,119401.03
197,Business,1,Kampala,1197,Machinery,363572.65,939.75,Transporter C,Nairobi-Eldoret,Malaba,"(np.float64(-1.246), np.float64(36.8514))",0,15859.84,Fraud,Border,2022-03-14,High,224293.45
198,Individual,1,Arusha,1198,Machinery,251827.46,107.4,Transporter B,Arusha-Nairobi,Namanga,"(np.float64(-1.281), np.float64(36.8765))",1,16636.88,Accident,Warehouse,2022-12-20,Medium,129366.06
199,Business,1,Nairobi,1199,Alcohol,482194.68,3616.8,Transporter A,Arusha-Kampala,Busia,"(np.float64(-1.2614), np.float64(36.8575))",1,3085.58,Fraud,Border,2022-05-18,High,411028.56
200,Business,0,Kampala,1200,Alcohol,225413.95,4041.42,Transporter B,Arusha-Nairobi,Malaba,"(np.float64(-1.2779), np.float64(36.8592))",0,2577.59,Accident,Transit,2022-09-06,Medium,101087.38
201,Individual,0,Kampala,1201,Clothing,418060.99,2991.46,Transporter B,Arusha-Kampala,Malaba,"(np.float64(-1.2778), np.float64(36.8857))",1,11857.93,Accident,Transit,2022-02-07,High,405113.47
202,Business,1,Arusha,1202,Machinery,472627.58,2503.91,Transporter A,Arusha-Nairobi,Busia,"(np.float64(-1.2848), np.float64(36.921))",1,18832.81,Theft,Border,2022-07-06,High,289260.79
203,Individual,1,Kampala,1203,Electronics,66803.7,317.2,Transporter B,Arusha-Nairobi,Malaba,"(np.float64(-1.2826), np.float64(36.9065))",0,10963.8,Accident,Warehouse,2022-07-10,Low,14049.41
204,Business,1,Kampala,1204,Electronics,319841.1,2561.4,Transporter A,Nairobi-Eldoret,Taveta,"(np.float64(-1.2677), np.float64(36.8422))",0,12075.41,Fraud,Border,2022-05-12,High,356983.8
205,Business,1,Kigali,1205,Clothing,166937.87,3165.55,Transporter A,Arusha-Kampala,Namanga,"(np.float64(-1.2474), np.float64(36.8531))",1,459.02,Theft,Warehouse,2022-11-17,Medium,111580.12
206,Individual,1,Arusha,1206,Machinery,155405.93,4491.47,Transporter B,Nairobi-Eldoret,Namanga,"(np.float64(-1.1973), np.float64(36.8748))",1,4519.87,Accident,Warehouse,2022-10-11,Medium,120285.13
207,Individual,0,Arusha,1207,Alcohol,280169.98,2245.4,Transporter B,Nairobi-Eldoret,Busia,"(np.float64(-1.2612), np.float64(36.8295))",0,19535.28,Accident,Transit,2022-03-12,Medium,149801.64
208,Business,1,Kampala,1208,Clothing,473359.43,1231.19,Transporter B,Arusha-Kampala,Namanga,"(np.float64(-1.2508), np.float64(36.9202))",1,3948.3,Fraud,Transit,2022-03-27,High,261153.37
209,Business,1,Kampala,1209,Electronics,77866.1,232.68,Transporter C,Arusha-Nairobi,Malaba,"(np.float64(-1.1969), np.float64(36.9076))",1,18009.49,Accident,Warehouse,2022-08-28,Low,33448.07
210,Business,1,Arusha,1210,Alcohol,481611.48,3445.02,Transporter C,Nairobi-Kisumu,Busia,"(np.float64(-1.2143), np.float64(36.8399))",0,17176.96,Theft,Transit,2022-02-10,High,264598.3
211,Individual,1,Kigali,1211,Electronics,412966.82,4180.25,Transporter B,Arusha-Kampala,Taveta,"(np.float64(-1.2166), np.float64(36.9048))",1,11875.82,Theft,Warehouse,2022-09-06,High,337373.56
212,Individual,1,Arusha,1212,Machinery,455093.56,1600.36,Transporter A,Nairobi-Eldoret,Taveta,"(np.float64(-1.2685), np.float64(36.9091))",1,6635.78,Theft,Transit,2022-11-06,High,415996.06
213,Business,0,Arusha,1213,Electronics,72660.62,3123.34,Transporter A,Nairobi-Eldoret,Malaba,"(np.float64(-1.2801), np.float64(36.8337))",0,10411.98,Fraud,Transit,2022-08-09,Low,21811.48
214,Business,0,Arusha,1214,Machinery,185330.4,3332.44,Transporter C,Nairobi-Eldoret,Namanga,"(np.float64(-1.2272), np.float64(36.8493))",1,18295.61,Fraud,Warehouse,2022-08-04,Medium,144083.88
215,Business,0,Arusha,1215,Machinery,105002.52,214.29,Transporter B,Nairobi-Kisumu,Namanga,"(np.float64(-1.2514), np.float64(36.8371))",0,6281.15,Theft,Transit,2022-11-27,Medium,92438.35
216,Business,0,Nairobi,1216,Clothing,230696.25,1324.6,Transporter B,Nairobi-Eldoret,Busia,"(np.float64(-1.2156), np.float64(36.9163))",1,1665.54,Accident,Border,2022-08-16,Medium,112466.69
217,Business,1,Nairobi,1217,Alcohol,128098.31,3521.51,Transporter B,Arusha-Kampala,Taveta,"(np.float64(-1.278), np.float64(36.8855))",1,18304.91,Theft,Border,2022-02-22,Medium,78085.65
218,Individual,1,Kigali,1218,Machinery,81111.61,4999.09,Transporter A,Arusha-Nairobi,Namanga,"(np.float64(-1.2222), np.float64(36.8663))",1,5689.92,Fraud,Warehouse,2022-12-16,Low,22436.61
219,Business,0,Arusha,1219,Clothing,341135.17,1567.52,Transporter B,Nairobi-Kisumu,Malaba,"(np.float64(-1.2426), np.float64(36.8975))",1,19640.13,Theft,Border,2022-02-19,High,409103.75
220,Individual,1,Kampala,1220,Electronics,290298.02,4630.33,Transporter C,Nairobi-Kisumu,Namanga,"(np.float64(-1.2035), np.float64(36.8374))",1,15263.64,Accident,Warehouse,2022-08-22,Medium,113701.65
221,Business,1,Kigali,1221,Alcohol,446879.31,2460.94,Transporter B,Nairobi-Eldoret,Malaba,"(np.float64(-1.2605), np.float64(36.9026))",1,16016.37,Accident,Warehouse,2022-10-17,High,460916.64
222,Business,1,Nairobi,1222,Alcohol,120218.27,655.94,Transporter B,Arusha-Nairobi,Busia,"(np.float64(-1.2495), np.float64(36.8723))",0,8176.75,Accident,Border,2022-11-08,Medium,97616.39
223,Business,1,Kampala,1223,Machinery,206544.53,2508.82,Transporter C,Arusha-Nairobi,Namanga,"(np.float64(-1.2067), np.float64(36.8921))",0,16470.89,Accident,Border,2022-06-27,Medium,94017.33
224,Individual,1,Arusha,1224,Alcohol,312226.12,1639.13,Transporter A,Nairobi-Kisumu,Busia,"(np.float64(-1.2518), np.float64(36.8835))",1,4150.49,Accident,Border,2022-10-31,High,441824.07
225,Individual,1,Kigali,1225,Alcohol,86436.33,3419.26,Transporter C,Arusha-Kampala,Busia,"(np.float64(-1.2837), np.float64(36.8937))",1,6610.27,Accident,Warehouse,2022-12-24,Low,45056.95
226,Individual,0,Kampala,1226,Electronics,451513.9,196.66,Transporter A,Nairobi-Eldoret,Malaba,"(np.float64(-1.268), np.float64(36.8583))",1,17629.41,Accident,Warehouse,2022-06-29,High,321956.21
227,Business,1,Kigali,1227,Electronics,484666.0,3652.0,Transporter A,Nairobi-Kisumu,Malaba,"(np.float64(-1.2904), np.float64(36.9016))",0,1675.28,Accident,Transit,2022-08-26,High,222756.26
228,Business,1,Kampala,1228,Clothing,292182.59,3987.94,Transporter C,Arusha-Nairobi,Taveta,"(np.float64(-1.2516), np.float64(36.91))",0,803.55,Accident,Warehouse,2022-06-28,Medium,75921.62
229,Individual,0,Kigali,1229,Machinery,422559.97,2099.94,Transporter C,Nairobi-Eldoret,Malaba,"(np.float64(-1.2442), np.float64(36.8975))",0,4028.93,Fraud,Transit,2022-03-15,High,352375.77
230,Individual,1,Kampala,1230,Machinery,271257.81,3747.09,Transporter C,Nairobi-Kisumu,Namanga,"(np.float64(-1.2222), np.float64(36.8692))",1,7572.91,Fraud,Transit,2022-12-07,Medium,51992.32
231,Individual,1,Kampala,1231,Clothing,93049.99,4227.48,Transporter C,Arusha-Kampala,Taveta,"(np.float64(-1.1968), np.float64(36.8292))",1,12059.84,Accident,Border,2022-01-17,Low,11787.65
232,Individual,0,Kigali,1232,Clothing,230864.35,2154.49,Transporter A,Arusha-Kampala,Malaba,"(np.float64(-1.2364), np.float64(36.827))",0,7710.86,Theft,Border,2022-05-21,Medium,93072.88
233,Business,1,Kigali,1233,Machinery,286497.61,3343.09,Transporter B,Arusha-Nairobi,Namanga,"(np.float64(-1.2164), np.float64(36.8532))",1,17547.17,Theft,Border,2022-06-07,Medium,84477.29
234,Business,0,Nairobi,1234,Machinery,379549.48,2960.33,Transporter B,Nairobi-Eldoret,Namanga,"(np.float64(-1.2336), np.float64(36.8564))",1,6156.75,Accident,Warehouse,2022-08-24,High,380879.18
235,Business,1,Nairobi,1235,Clothing,110875.43,3911.6,Transporter C,Arusha-Kampala,Namanga,"(np.float64(-1.2757), np.float64(36.8403))",0,19973.86,Theft,Border,2022-12-18,Medium,88342.92
236,Individual,1,Arusha,1236,Clothing,248103.8,255.15,Transporter A,Nairobi-Kisumu,Taveta,"(np.float64(-1.1925), np.float64(36.8866))",0,3064.36,Fraud,Warehouse,2022-11-03,Medium,52872.47
237,Individual,1,Kampala,1237,Clothing,363043.35,3477.44,Transporter C,Arusha-Nairobi,Taveta,"(np.float64(-1.2742), np.float64(36.8607))",1,18979.7,Theft,Warehouse,2022-11-06,High,312250.53
